links,content
https://doj.gov.in/live-streaming/,"Last updated: 07-10-2024

Live Streaming of video conferencing of proceedings has been started in High Courts of Gujarat, Orissa, Karnataka, Jharkhand, Patna, Gauhati and Madhya Pradesh and Hon’ble Supreme Court of India thus allowing media and other interested persons to join the proceedings.
Under the guidance of eCommittee, Supreme Court of India, a sub-committee was constituted for framing Model Rules for Live Streaming. The said rules have been forwarded to Computer Committee of High Courts for the feedback and suggestion.
To watch live streaming visit the following links:
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Live Streaming"
https://doj.gov.in/efiling/,"Last updated: 07-10-2024
An e filing system (version 1.0) has been rolled out for the electronic filing of legal papers. This allows the lawyers to access and upload documents related to the cases from any location 24X7 which makes coming to the court for filing of papers unnecessary. Further the details of the case entered in the eFiling application are consumed in the CIS software and hence chances of mistakes are minimized.
The new e-filing 3.0 Portal was inaugurated on 9th April 2021 and is accessible on https://filing.ecourts.gov.in. In the new version, new tab is provided which allows Advocates and litigants to record their oath with in-system video recording while uploading documents. The new version has also provided new dashboard including the options of my partners, Case Filing, Vakalatnama, pleading, e-payments, applications and portfolio. Help section provided in the new version provides tutorial videos, FAQ and user manual. It also provided option to litigant to send offer to the Advocates. The new portal also provides the option of indexing of the documents for the Advocates.
Draft eFiling rules have been formulated and circulated to the High Courts for adoption. A total of 25 High Courts has adopted the model rules of e-Filing as on 31.08.2024. Additionally, under the jurisdiction of 28 High Courts, 25 District Courts have adopted the model rules of e-Filing as on 31.08.2024. An SOP has been formulated by a High-level committee comprising of judges of High Courts for providing a uniform set of guidelines for usage of eFiling in Courts. There has been a surge in the number of lawyers and litigants registering for the e filing during the COVID-19 pandemic.
To promote eFiling, all Central & State Government departments including the PSUs have been requested to use e filing in all commercial disputes coming up in the commercial courts. Instructions have been issued by eCommittee to all HCs to ensure that all Government litigation should be e-filed by January 2022. A similar communication has also been shared by the DoJ to all Ministries requesting to use e filing in all Government litigation by January 2022.
For more information, please visit https://filing.ecourts.gov.in/pdedev/
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024eFiling"
https://doj.gov.in/e-payments/,"Last updated: 07-10-2024
e-Filing of cases requires the option for electronic payment of fees which includes court fees, fines and penalties which are directly payable to the Consolidated Fund. Online payment of court fees, fines, penalties and judicial deposits has been initiated through https://pay.ecourts.gov.in from 14th August 2018. Introduction of electronic collection of court fees and other civil payments requires appropriate amendments in the existing Court Fees Act enacted by the various State Governments besides opening a bank account in a Nationalized Bank or in other bank suitable to receive, hold and disburse such payments electronically.
DoJ has taken up the matter with Chief Secretaries and Registrar General of High Courts to expedite the enactment / modification in existing enactment to enable epayment of court fees. The eCommittee of the Supreme Court has also proposed that since the existing Court Fees Act provides for refunds, administrative instructions may be issued by High Courts to allow one-time lump sum deposit as court fees which can be adjusted and balance refunded at the end of the proceedings in the same manner that court fees in respect of proceedings withdrawn or compromise are refunded in part.
A total of 22 High Courts have implemented ePayments in their respective jurisdictions whereas the Court Fees Act has been amended in 24 High Courts till 31.08.2024.
The ePayments can be enabled through an electronic payment process like SBI ePay, GRAS, e-GRAS, JeGRAS, HimKosh etc.Apart from payments being made through credit / debit cards and bank transfers, other applications like BHIM App, RuPay etc. can also be leveraged along with private wallets like Paytm, Google Pay etc.
For more information, please visit https://pay.ecourts.gov.in/epay/
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024e-Payments"
https://doj.gov.in/esewa-kendra/,"Last updated: 07-10-2024
eSewa Kendras have been rolled out to bridge the digital divide by providing e filing services to lawyers and litigants. Covering all High Courts and one District Court as pilot project, it is being expanded to cover all court complexes. Government has released Rs. 12.54 crore for setting up eSewa Kendras. The eSewa Kendras are being set up at the entry point of the court complexes with the intention of facilitating the lawyer or litigant who needs any kind of assistance ranging from information to facilitation and e filing. As on 31.08.2024, 1365 eSewa Kendra’s have been made functional in District Courts under 28 High Courts. These have been funded both by the eCourts project as well out of state funding.

eSewa Kendra at District and Sessions Court Rajgarh (M.P.)
On 30 October 2020, India’s first e-Resource Center was inaugurated at Nagpur in Maharashtra. The e-Resource Centre “Nyay Kaushal” will facilitate e-filing of cases in Supreme Court India, High Courts and District Courts across the country. It will also assist the lawyers and litigants in access online e-Courts services and shall be the saviour for those who cannot afford the technology. It will provide benefits in saving time, avoidance of exertion, travelling long distances, and saving cost by offering facilities of e-filing of cases across the country, to conduct the hearing virtually, Scanning, Accessing e-Courts services etc.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024eSewa Kendra"
https://doj.gov.in/ecourt-services/,"Last updated: 07-10-2024
As part of eCourt project, 7 platforms have been created to provide real time information on case status, cause lists, judgements etc. to lawyers/Litigants through SMS Push and Pull (2,00,000 SMS sent daily), Email (2,50,000 sent daily), multilingual and tactile eCourts services Portal (35 lakh hits daily), JSC (Judicial Service centres) and Info Kiosks. In addition, Electronic Case Management Tools (ECMT) have been created with Mobile App for lawyers (total 2.58 Cr downloads till 31.08.2024) and JustIS app for judges (20,584 downloads till 31.08.2024).
For more information, please visit https://ecourts.gov.in/ecourts_home/
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024eCourt Services"
https://doj.gov.in/judgment-search-portal/,"Last updated: 07-10-2024
A new ‘Judgment & Order Search’ portal has been inaugurated for the convenience of its stakeholders in searching judgments easily. The new portal for judgments search is set to provide a repository for Judgments and Final Orders of the High Courts. The ‘Judgment Search’ segment could be reached at https://judgments.ecourts.gov.in, which encapsulates the features such as search by Bench, Case Type, Case Number, Year, Petitioner/ Respondent Name, Judge Name, Act, Section, Decision: From Date, To Date and Full Text Search. The most important feature of this portal is using a free text search engine, which finds out judgments based on a given keyword or combination of keywords.
For more information, please visit https://judgments.ecourts.gov.in/pdfsearch/index.php
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Judgment Search Portal"
https://doj.gov.in/national-service-and-tracking-of-electronic-processes-nstep/,"Last updated: 07-10-2024

National Service and Tracking of Electronic Processes (NSTEP) has been launched for technology enabled process serving and issuing of summons. A GPS enabled device is given to the Bailiff for the service of summons leading to greater transparency and speedy delivery of processes. It provides real time status update of service of summons besides tracking of geographical coordinates of the process server at the time of serving. It has currently been implemented in 28 States/ UTs.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024National Service and Tracking of Electronic Processes (NSTEP)"
https://doj.gov.in/justice-clock/,"Last updated: 07-10-2024
To make effective use of database created through National Judicial Data Grid (NJDG) and to make the information available to public, LED Display Message Sign Board System have been installed. The purpose of Justice Clock is to bring awareness to the public about justice sector, advertising the various schemes of the department and to give status of various fields to the public. The electronic signage system is measuring approximate 10×7 feet, provides information about disposal by courts, various schemes and services offered in the court complexes and to give status of various fields to the public and other information through which the citizens can benefit.
The schemes of the Department of Justice and how citizens can benefit from the projects such as eCourts, Access to Justice and Legal Aid to Poor are displayed on the Clock. Information regarding top district courts which disposed highest percentage of cases for 2 years, 2-5 year and above 10 years old court cases and other information through which the citizens can benefit such as legal aid programs and access to justice schemes is displayed on the Justice Clock.
A total of 39 Justice Clocks are functional in 25 High Courts. An amount of Rs. 13 lakhs has been sanctioned by e-committee for each Justice Clock.
Click to view Virtual Justice Clock at Gujarat High Court: https://gujarathighcourt.nic.in/virtualjusticeclockdistricts
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Justice Clock"
https://doj.gov.in/secure-scalable-sugamya-website-as-a-service-s3waas/,"Last updated: 07-10-2024
A new divyang friendly website for eCommittee, based on S3WaaS platform is live in 13 regional languages including English & Hindi.
All other court websites are being upgraded from the existing system to the S3WAAS platform which are secure, scalable and accessible. Content published on the website is accessible so that even Divyang users will be able to access the information using assistive technologies.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Secure, Scalable & Sugamya Website as a Service (S3WAAS)"
https://doj.gov.in/digitization-of-records/,"Last updated: 07-10-2024
The eCommittee of the Supreme Court of India had formed a Sub Committee for the formulation of the SOP on Digitization of Records. The SOP has recently been finalized and circulated to the High Courts for their comments.
The SOP plans to establish dedicated Judicial Digital Repositories (JDRs) at the High Court level to manage and preserve the digital records of the HCs as well as the district courts under its administrative control. Similar JDR is planned for the Supreme Court.
The SOP recommends defining and implementing a comprehensive Information Governance (IG) policy considering the enormous volume of e-filing and production of digital records by the courts. It provides comprehensive technical specifications, open standard based file formats and guidelines for digitization. It provides guidelines for preparation of Submission Information Package (SIP) and method for transfer of digitized records to JDR. The Judicial Digital Repositories (JDRs) have to be audited and certified as per the ISO 16363 for their overall trustworthiness and reliability in the long-term considering the need for legal admissibility of digital records. As on 14.06.2024, 311.10 Cr. pages have been digitized across High Courts and District Courts.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Digitization of Records"
https://doj.gov.in/information-education-communication-iec/,"Last updated: 07-10-2024

As part of IEC campaign several initiatives have been taken to educate the Judicial Officers, lawyers and public about the facilities available under eCourts Project, such as
Launched exclusively for the e-Committee and linked to the website of the DoJ for dissemination of information relating to eCourts Project amongst all stakeholders and to enable High Courts to upload their achievements and best practices.
Under the title ‘eCourts Services’ for video tutorials oneFiling.12 help videos in 7 regional languages have been uploaded apart from Hindi and English and circulated for advocates as part of awareness, through eFiling portal help desk and also on social media through eCommittee YouTube channel.
Webinars for Bar Council of Tamil Nadu, Goa, Maharashtra and Delhi were held.Manual and Brochure on eFiling is made available on eFiling Portal.
Training and awareness programmes on the ICT have been conducted covering nearly 6,53,676 stakeholders including Judges of States, Courts staff and Advocates. 25 Master Trainers have been trained in each High Court who in turn has already trained 5409 Master Trainers across the country. These, 5409 Master Trainers have in turn imparted training programme on eCourts Services and e-filing in each district of the country for advocates in their regional languages and also identified Master Trainer Advocates. e-Committee has acknowledged and appreciated Master trainers by issuing Digital certificates with QR Code for online verification by hosting certificates on eCommittee website. These certificates can be authenticated by scanning QR Code from mobile.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Information, Education & Communication (IEC)
eCommittee Website
YouTube Channel
Awareness and familiarization of e-filing
eCommittee Training at National and State level"
https://doj.gov.in/awards-and-recognition/,"Last updated: 07-10-2024

Gems of Digital India Award 2018

Digital India Award 2020
National Award 2020-2021 in ‘Gold Category I

Felicitation of Award Winners of eCourts Project
 
To know more, click on https://dashboard.doj.gov.in/ecourts-projects-phaseII/etaal.php
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Awards and Recognition"
https://dashboard.doj.gov.in/ecourts/,"For official use onlyJudicial Data
SIGN IN NOW"
http://164.100.79.150/WANMonitoringSystem/,"

Site designed and developed by National Informatics Centre,
A- Block, C.G.O. Complex, Lodhi Road, New Delhi - 110 003, INDIA.eCourts WAN Implementation Monitoring System"
https://doj.gov.in/training-and-awareness-programs/,"Last updated: 23-02-2022
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Training and Awareness Programs:"
https://pfms.nic.in/NewDefaultHome.aspx,"
The Website is intended to provide the information on the Schemes of Union Government to the different stakeholders. The information reflected here is based on data uploaded by the different Central Government Departments and Ministries. While utmost care has been taken to provide accurate and updated information, Office of the Controller General of Accounts does not hold any responsibility on accuracy, completeness, adequacy, validity and reliability of information for any purpose.
3rd & 4th Floor, Shivaji Stadium Annexe Connaught Place, Shaheed Bhagat Singh Marg,
New Delhi – 110001
(011) 23343860
helpdesk-pfms[at]gov[dot]in
Last Updated : © 2024 PFMS. All Right Reserved
Image by vecstock on FreepikLog In


Disclaimer
PFMS Policies
Reach Us

Public Financial Management System - PFMS
Terms and Conditions
FAQ
Website Manager"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/designing-innovative-solutions-for-holistic-access-to-justice-disha/,"Last updated: 14-03-2022
Department of Justice has introduced a Scheme on Access to Justice titled “Designing Innovative Solutions for Holistic Access to Justice” for a period of five- years (2021-2026). It aims to secure “Justice” to the people of India as enunciated in the Preamble and under Articles 39A, 14 and 21 of the Constitution of India. It widens the outreach of its Tele-Law, Pro Bono Legal Services (Nyaya Bandhu) and Legal Literacy and Legal Awareness programmes both qualitatively and quantitatively. It further aims to create awareness and dissemination through use of technology and developing simplified Information, Education and Communication (IEC) material for the masses.
An e-interface platform that aims to empower people through pre-litigation advice for rightfully claiming their entitlements and for timely redressal of their difficulties. It seeks to connect the poor and marginalized sections of society, through a dedicated pool of Panel Lawyers via video conferencing/telephonic facilities available at Common Service Centers (CSCs) and directly through Tele-Law Mobile App (available in Android/iOS).
Nyaya Bandhu (Pro Bono Legal Services) aims to create a pan India framework for dispensation of pro bono legal services. Under it Advocates interested to volunteer their time and services register on the Nyaya Bandhu Mobile App (available in Android/iOS/UMANG platform)and provide legal assistance to the persons eligible to avail free legal aid under Section 12 of Legal Services Authorities (LSA) Act, 1987 and registered on the Nyaya Bandhu App.
Pan India Legal Literacy and Legal Awareness aims to enable the vulnerable sections of society to have access to information about their legal rights, entitlements and creating better legal awareness so as to make justice delivery system citizen-centric
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Designing Innovative Solutions for Holistic Access to Justice
ABOUT
Tele-Law:
Reaching the Unreached
Nyaya Bandhu
(Pro Bono Legal Services)
Legal Literacy and Legal Awareness"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/about/,"Last updated: 03-10-2024

Tele-Law: Reaching the Unreached is an e-interface mechanism to seek legal advice and consultation at a pre-litigation stage. It connects needy and marginalized in need of legal aid with the Panel Lawyers via video conferencing/telephonic facilities available at Common Service Centres (CSCs) situated at the Panchayat level. Launched in 2017, the Tele-Law service is now directly accessible through the Tele-Law Mobile App (available on Android & IOS).
Easy Connect via video conferencing/ telephonic facilities availing at CSCs, situated at the Panchayat level and through Tele-Law Mobile App.
Free of Cost For all Citizen.
• Para Legal Volunteers (PLVs) have been stationed to act as intermediaries, bridging the gap between common people and the Tele-Law service, and also to create public awareness about Tele-Law.
• Village Level Entrepreneurs (VLEs) who run the CSCs facilitate online registration of beneficiaries with Panel Lawyers.
• Panel Lawyers have been positioned to provide legal advice and consultation to people.
• State Coordinators manage different stakeholders in effective implementation of Tele-Law programme in States/UTs.
A dedicated Tele-Law dashboard has been developed to capture real-time data on nature of cases registered & advice enabled. This data has also been hosted on the Prayas Dashboard.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024About
Accessibility :
Affordability :
Frontline Functionaries :
Real-time Data :"
https://www.tele-law.in/,"Tele-Law : Reaching the Unreached (Total Outcome Report on Azadi Ka Amrit Mahotsav)
Tele-Law : Reaching the Unreached (Voices of the beneficiaries First Edition Hindi and English) Booklet
Tele-Law : Reaching the Unreached (Voices of the beneficiaries Second Edition Hindi and English) Booklet



Chart
Registered
Advised
Andaman and N…
Andhra Pradesh
Arunachal Pradesh
Assam
Bihar
Chandigarh
Chhattisgarh
Dadra and Nagar Ha…
Delhi
Goa
Gujarat
Haryana
Himachal Pradesh
Jammu and Kashmir
Jharkhand
Karnataka
Kerala
Ladakh
Lakshadweep
Madhya Pradesh
Maharashtra
Manipur
Meghalaya
Mizoram
Nagaland
Odisha
Puducherry
Punjab
Rajasthan
Sikkim
Tamil Nadu
Telangana
Tripura
Uttar Pradesh
Uttarakhand
West Bengal
0
500k
1 000k
1 500k
2 000k
End of interactive chart.
Chart











sir apke salh ke anusar mera pm kisan samman nidhi ka paisa ane laga iske liye apko bahut bahut dhanyavad. Case reference no: 03092021-651123170011-2





Scan to Download Citizens�
Tele-Law Mobile App
Copyright@Department of Justice & CSC e-Governance Services India LimitedWhat's New
Testimonials












Saharyad Husain























Mr. Ravindra Singh Bisht
Mr. Bijaya Kumar Sah









































Jammu and Kashmir, Kupwara























VLE - UTTARAKHAND
VLE - JHARKHAND






























Useful Links

Twitter Feeds"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/08/202408051556504789.pdf,
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/08/202308292130562917.pdf,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/10/202410031095821695.pdf,
https://doj.gov.in/nyaya-bandhu-activities/,"Last updated: 29-09-2023
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Nyaya Bandhu Activities"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/02/2023020229-scaled.jpg,
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/10/20231011706145482.pdf,
https://www.probono-doj.in/home/index,"



How does the App work?
Sign up Now! (First time user)
Our Presence
Overall Statistics:
No. of Law Schools (Pro-Bono): 12
No. of Advocates State Bar Council wise (Pro-Bono): 8033
Contact us
Quick Links
Important Links
Social Connect"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/legal-literacy-legal-awareness/,"Last updated: 19-09-2024
















 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Legal Literacy & Legal Awareness
BACKGROUND
OBJECTIVES
COLLABORATION
MINISTRY OF PANCHAYATI RAJ
DEPARTMENT OF SCHOOL EDUCATION & LITERACY
PARTNER AGENCIES
Use of Technology for expanding the scope and delivery
Mainstreaming Legal Literacy by forging partnerships with expert
Capacity building and utilization of existing grass root/ frontline workforce/ volunteers
Developing Indicators to measure effectiveness
Concurrent evaluation and periodical assessment
NATIONAL LAW INSTITUTE UNVERSITY (NLIU) MADHYA PRADESH
NATIONAL LAW SCHOOL OF INDIA UNIVERSITY (NLSIU), KARNATAKA
ABDUL NAZIR SAB STATE INSTITUTE OF RURAL DEVELOPMENT, KARNATAKA
LAW RESEARCH INSTITUTE (LRI), ASSAM
ARUNACHAL PRADESH LEGAL SERVICES AUTHORITY (APSLSA), ,
SIKKIM STATE COMMISSION FOR WOMEN (SSCW), SIKKIM
DEPARTMENT OF PSYCHIATRY, JAWAHARLAL NEHRU INSTITUTE OF MEDICAL SCEIENCES (JNIMS), MANIPUR
CENTRE FOR COMMUNITY ECONOMICS AND DEVELOPMENT CONSULTANTS SOCIETY (CECODECON), RAJASTHAN
SHADOW ADVERTISING AND COMMUNICATIONS PVT. LTD., ODISHA
YASHWANTRAO CHAVAN ACADEMY OF DEVELOPMENT ADMINISTRATION (YASHADA), MAHARASHTRA
BIHAR INSTITUTE OF PUBLIC ADMINISTRATION AND RURAL DEVELOPMENT (BIPARD), BIHAR
NATIONAL LAW UNVERSITY (NLU), NEW DELHI
INDIAN INSTITUTE OF PUBLIC ADMINISTRATION (IIPA), NEW DELHI
MEGHALAYA STATE LEGAL SERVICES AUTHORITY (MSLSA), SHILLONG
INDIRA GANDHI NATIONAL OPEN UNIVERSITY, NEW DELHI
DR. AMBEDKAR GOVERNMENT LAW COLLEGE, PUDUCHERRY
“Digital Legal Literacy – Design, Development, Management and Testing-eNyayaganga” at National Level by organizing Training and Awareness session.
“Digital Legal Literacy- Dissemination and Assessment” at National Level
“Training and Sensitization of Panchayat Rural Institute (PRI) Legal Literacy and Legal Awareness Program” through SATCOM technology.
“Documentation of Customary Laws of the North Eastern Region of India” of tribal peoples of Tripura, Arunachal Pradesh and Assam.
“Synergy between Customary Practices of the Traditional Village Council System and Formal Laws of India” by Building Capacity of Gaon Buras and GaonBurhis on formal justice delivery system.
“Training and Sensitization Programme on Sexual Harassment of Women at Workplace Act, 2013, Protection of Women from Domestic Violence Act 2005 Anti-Human Trafficking” to different stakeholders like Employee, Students and members of Self-Help Groups(SHGs).
“Training and Sensitization of Media persons, Students, Stakeholders against Child Sexual Abuse” by organizing Trainings and Awareness sessions.
“Promoting Legal Literacy and Legal Awareness to ensure dignity of Women, Children and Elders in 5 aspirational districts of Rajasthan”.
“Innovative Legal Literacy and Legal Awareness Programme” in the State of Odisha
“Promoting VidhiDoot” in the identified Gram Panchayats of Maharashtra
“Promoting VidhiMitras” in the identified in Rural Bihar
“AdhikaronKaGyanUnnati Ki Pahchaan (knowledge of rights symbolizes progress) in 6 districts of Uttar Pradesh by organizing Training and Awareness session.
Monitoring and Evaluation of Legal Literacy and Legal Awareness Projects at National Level
Increasing Access to Justice through Community Mediation
Project on “Strengthening Paralegal Practice in India”. Capacity Building of Paralegal Volunteer”
Project on “NYAYA OLI Project-Spreading Legal Awareness Among Youth”"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/08/202408051537443763.pdf,
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/07/2023070724.pdf,
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2024/08/202408051367952630.pdf,
https://doj.gov.in/webinar/,"Last updated: 09-11-2023
Webinar on “Protection of Women from Domestic Violence Act, 2005” organised on 22nd September 2021, reached out to 48,299 functionaries.
Click here
Webinar on “Child Rights” organized on 14th November 2021, reached out to 17,644 functionaries.
Click here
Webibar on “Fundamental Duties” organized on 26th November 2021, reached out to 24,082 functionaries.
Click here
Webinar on “Pre-Conception and Pre-Natal Diagnostic techniques (Prohibition of Sex Selection) Act, 1994” organized on 7th January 2022, reached out to 15,080 functionaries.
Click here
Webinar on “Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013” organized on 18th Feb 2022, reached out to 19,158 functionaries.
Click here
Webinar on “Gender Justice in India” organised on 8th March 2022, reached out to 35,332 functionaries.
Click here
Webinar on “Child in Conflict with Law” organised on 25th April, 2022, reached out to 20,207 functionaries.
Click here
Webinar on “Child in Need of Care and Protection” organised on 27th May, 2022, reached out to 24,715 functionaries.
Click here
Webinar on “Human Trafficking” organised on 29th June, 2022, reached out to 30,627 functionaries.
Click here
Webinar on “Rights of Senior Citizens” organised on 31st August, 2022, reached out to 13,255 functionaries.
Click here
Webinar on “Cyber Crimes in India” organized on 28th October 2022, reached out to 30,442 functionaries.
Click here
Webinar on “Constitutional rights and Fundamental Duties” organized on 25th November 2022, reached out to 37,481 functionaries.
Click here
Webinar on “Rights of Person with Disabilities in India” organized on 27th December,2022, reached out to 16,612 functionaries.
Click here
Webinar on “Rights of Undertrials Prisoners in India” organized on 30th January 2023, reached out to 17,960 functionaries.
Click here
Webinar on “Transgender Persons and Protection of their Rights” organised on 6th March 2023, reached out to 29,851 functionaries.
Click here
Webinar on “Protection of Consumer Rights” organised on 28th March 2023, reached out to 21,143 functionaries.
Click here
Webinar on “Child Labour in India” organised on 12th June, 2023, reached out to 25,133 functionaries.
Click here
Webinar on “Rehabilitation of Acid Attack Survivors” organised on 18th July, 2023, reached  out of 15,127 functionaries.
Click here
Webinar on “Labour Law” organised on 29th September, 2023, reached  out of 2153 functionaries.
Click here
Webinar on “Child Sexual Abused” organized on 31st October 2023, reached out to 33,318 functionaries.
Click here
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Webinar



"
https://cdnbbsr.s3waas.gov.in/s35d6646aad9bcc0be55b2c82f69750387/uploads/2023/04/2023041065.pdf,
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/digital-library/,"Last updated: 18-04-2024
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Information in Different Languages"
https://doj.gov.in/videos/,"Last updated: 02-02-2023

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link

View Link
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Videos
"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
